sq1	MW988106.1	100.000	253	0	0	1	253	450	702	1.73e-127	468	2829510	Bacteria
sq1	MZ410614.1	100.000	253	0	0	1	253	469	721	1.73e-127	468	751952	Bacteria
sq1	MW672435.1	100.000	253	0	0	1	253	154	406	1.73e-127	468	1211	Bacteria
sq1	AB058295.1	100.000	253	0	0	1	253	369	621	1.73e-127	468	156073	Bacteria
sq1	AB058297.1	99.605	253	1	0	1	253	369	621	2.23e-126	464	156075	Bacteria
sq2	JN106599.1	95.964	223	8	1	31	253	1	222	3.01e-95	361	156406	Bacteria
sq2	FN999959.1	89.200	250	27	0	1	250	455	704	8.56e-81	313	77133	Bacteria
sq2	FN999958.1	89.200	250	27	0	1	250	455	704	8.56e-81	313	77133	Bacteria
sq2	FN999960.1	88.800	250	28	0	1	250	455	704	3.98e-79	307	77133	Bacteria
sq2	FN600361.1	87.352	253	32	0	1	253	503	755	8.62e-76	296	698333	Bacteria
sq3	MW961645.1	100.000	253	0	0	1	253	434	686	1.73e-127	468	309857	Bacteria
sq3	MW961641.1	100.000	253	0	0	1	253	446	698	1.73e-127	468	309857	Bacteria
sq3	MW961639.1	100.000	253	0	0	1	253	434	686	1.73e-127	468	309857	Bacteria
sq3	MW961635.1	100.000	253	0	0	1	253	445	697	1.73e-127	468	309857	Bacteria
sq3	OK071715.1	100.000	253	0	0	1	253	20	272	1.73e-127	468	77133	Bacteria
sq4	FJ216170.1	93.333	255	14	3	1	252	357	611	3.85e-99	374	77133	Bacteria
sq4	KJ398164.1	85.490	255	33	4	1	252	25496	25749	8.70e-66	263	42024	Eukaryota
sq4	FJ216183.1	88.210	229	16	11	1	218	423	651	8.70e-66	263	77133	Bacteria
sq4	KJ398158.1	82.677	254	41	3	1	252	24836	25088	1.48e-53	222	260499	Eukaryota
sq4	NC_040985.1	81.890	254	42	4	1	252	23694	23945	3.20e-50	211	28849	Eukaryota
sq5	MG876622.1	100.000	253	0	0	1	253	152	404	1.73e-127	468	77133;352351	Bacteria
sq5	MG875974.1	100.000	253	0	0	1	253	152	404	1.73e-127	468	77133	Bacteria
sq5	ON195827.1	100.000	253	0	0	1	253	152	404	1.73e-127	468	77133	Bacteria
sq5	MW548769.1	100.000	253	0	0	1	253	169	421	1.73e-127	468	77133	Bacteria
sq5	MT774784.1	100.000	253	0	0	1	253	152	404	1.73e-127	468	77133	Bacteria
sq6	JX673105.1	98.024	253	5	0	1	253	138	390	3.76e-119	440	77133	Bacteria
sq6	JX671380.1	98.024	253	5	0	1	253	139	391	3.76e-119	440	77133	Bacteria
sq6	JN626471.1	98.024	253	5	0	1	253	500	752	3.76e-119	440	77133	Bacteria
sq6	OK072144.1	97.628	253	6	0	1	253	20	272	1.75e-117	435	77133	Bacteria
sq6	OK037151.1	97.628	253	6	0	1	253	443	695	1.75e-117	435	1743169	Bacteria
sq7	MN145802.1	100.000	253	0	0	1	253	153	405	1.73e-127	468	77133	Bacteria
sq7	LT720462.1	100.000	253	0	0	1	253	171	423	1.73e-127	468	77133	Bacteria
sq7	LT721760.1	100.000	253	0	0	1	253	171	423	1.73e-127	468	77133	Bacteria
sq7	MT994355.1	100.000	253	0	0	1	253	370	622	1.73e-127	468	1672214	Bacteria
sq7	CP047953.1	100.000	253	0	0	1	253	368888	369140	1.73e-127	468	221341	Bacteria
sq8	KU353767.1	100.000	253	0	0	1	253	320	572	1.73e-127	468	77133	Bacteria
sq8	DQ416584.1	100.000	253	0	0	1	253	442	694	1.73e-127	468	376998	Bacteria
sq8	GU319319.1	99.209	253	2	0	1	253	438	690	3.74e-124	457	56765	Bacteria
sq8	GU319314.1	99.209	253	2	0	1	253	437	689	3.74e-124	457	56765	Bacteria
sq8	DQ917824.1	99.213	254	1	1	1	253	471	724	3.74e-124	457	352351	Bacteria
sq9	MN145748.1	100.000	253	0	0	1	253	176	428	1.73e-127	468	77133	Bacteria
sq9	MW961634.1	100.000	253	0	0	1	253	494	746	1.73e-127	468	648174	Bacteria
sq9	MW961628.1	100.000	253	0	0	1	253	495	747	1.73e-127	468	648174	Bacteria
sq9	ON195829.1	100.000	253	0	0	1	253	177	429	1.73e-127	468	77133	Bacteria
sq9	MT774791.1	100.000	253	0	0	1	253	177	429	1.73e-127	468	77133	Bacteria
sq10	MW961642.1	100.000	253	0	0	1	253	434	686	1.73e-127	468	309857	Bacteria
sq10	MW961632.1	100.000	253	0	0	1	253	440	692	1.73e-127	468	309857	Bacteria
sq10	MW961619.1	100.000	253	0	0	1	253	434	686	1.73e-127	468	309857	Bacteria
sq10	ON028370.1	100.000	253	0	0	1	253	152	404	1.73e-127	468	198252	Bacteria
sq10	MZ027051.1	100.000	253	0	0	1	253	471	723	1.73e-127	468	1913988	Bacteria
sq11	JF835776.1	99.605	253	1	0	1	253	448	700	8.03e-126	462	172788	Eukaryota
sq11	JF835775.1	99.605	253	1	0	1	253	449	701	8.03e-126	462	172788	Eukaryota
sq11	JF835774.1	99.605	253	1	0	1	253	449	701	8.03e-126	462	172788	Eukaryota
sq11	JF835773.1	99.605	253	1	0	1	253	449	701	8.03e-126	462	172788	Eukaryota
sq11	JF835769.1	99.605	253	1	0	1	253	448	700	8.03e-126	462	172788	Eukaryota
sq12	KJ149217.1	98.814	253	3	0	1	253	507	759	1.74e-122	451	77133	Bacteria
sq12	MK048543.1	93.676	253	16	0	1	253	510	762	8.32e-101	379	86473	Bacteria
sq12	MK048498.1	93.676	253	16	0	1	253	510	762	8.32e-101	379	86473	Bacteria
sq12	LC139341.1	93.676	253	16	0	1	253	20	272	8.32e-101	379	77133	Bacteria
sq12	AB426357.1	93.676	253	16	0	1	253	530	782	8.32e-101	379	77133	Bacteria
sq13	MN859532.1	100.000	253	0	0	1	253	1	253	1.73e-127	468	77133	Bacteria
sq13	MN859531.1	100.000	253	0	0	1	253	1	253	1.73e-127	468	77133	Bacteria
sq13	MN857789.1	100.000	253	0	0	1	253	1	253	1.73e-127	468	77133	Bacteria
sq13	ON195854.1	100.000	253	0	0	1	253	152	404	1.73e-127	468	77133	Bacteria
sq13	MT774790.1	100.000	253	0	0	1	253	152	404	1.73e-127	468	77133	Bacteria
sq14	MN145749.1	100.000	253	0	0	1	253	171	423	1.73e-127	468	77133	Bacteria
sq14	MH077042.1	100.000	253	0	0	1	253	492	744	1.73e-127	468	165436	Bacteria
sq14	MH077025.1	100.000	253	0	0	1	253	492	744	1.73e-127	468	165436	Bacteria
sq14	MH077011.1	100.000	253	0	0	1	253	411	663	1.73e-127	468	165436	Bacteria
sq14	MT774805.1	100.000	253	0	0	1	253	172	424	1.73e-127	468	77133	Bacteria
sq15	CP096032.1	100.000	253	0	0	1	253	775569	775317	1.73e-127	468	2936507	N/A
sq15	CP096032.1	100.000	253	0	0	1	253	1092037	1091785	1.73e-127	468	2936507	N/A
sq15	CP096032.1	100.000	253	0	0	1	253	1916599	1916851	1.73e-127	468	2936507	N/A
sq15	CP090898.1	100.000	253	0	0	1	253	743459	743207	1.73e-127	468	2907159	N/A
sq15	CP090898.1	100.000	253	0	0	1	253	1120929	1120677	1.73e-127	468	2907159	N/A
sq15	MT994356.1	100.000	253	0	0	1	253	370	622	1.73e-127	468	1672089	Bacteria
sq15	MT994351.1	100.000	253	0	0	1	253	370	622	1.73e-127	468	1672109	Bacteria
sq15	CP059060.1	100.000	253	0	0	1	253	1008251	1007999	1.73e-127	468	2751170	Bacteria
sq15	CP059060.1	100.000	253	0	0	1	253	1382230	1381978	1.73e-127	468	2751170	Bacteria
sq15	CP059060.1	100.000	253	0	0	1	253	2206814	2207066	1.73e-127	468	2751170	Bacteria
sq16	JF835763.1	100.000	254	0	0	1	254	462	715	4.82e-128	470	172788	Eukaryota
sq16	JF835760.1	100.000	254	0	0	1	254	452	705	4.82e-128	470	172788	Eukaryota
sq16	JF835751.1	100.000	254	0	0	1	254	452	705	4.82e-128	470	172788	Eukaryota
sq16	JF835744.1	100.000	254	0	0	1	254	452	705	4.82e-128	470	172788	Eukaryota
sq16	JF835766.1	99.606	254	1	0	1	254	450	703	2.24e-126	464	172788	Eukaryota
sq17	KC873084.1	100.000	253	0	0	1	253	478	730	1.73e-127	468	77133	Bacteria
sq17	JF692439.1	100.000	253	0	0	1	253	470	722	1.73e-127	468	77133	Bacteria
sq17	GQ916396.1	100.000	253	0	0	1	253	171	423	1.73e-127	468	77133	Bacteria
sq17	GQ204795.1	100.000	253	0	0	1	253	392	644	1.73e-127	468	1211	Bacteria
sq17	EU919101.1	100.000	253	0	0	1	253	171	423	1.73e-127	468	1211	Bacteria
sq18	JQ198964.1	100.000	253	0	0	1	253	500	752	1.73e-127	468	77133	Bacteria
sq18	JQ198277.1	100.000	253	0	0	1	253	500	752	1.73e-127	468	77133	Bacteria
sq18	JQ198265.1	100.000	253	0	0	1	253	500	752	1.73e-127	468	77133	Bacteria
sq18	JQ197863.1	100.000	253	0	0	1	253	501	753	1.73e-127	468	77133	Bacteria
